Area Name	Place Name	Location	Place Pop	Area Pop	What	In Dict
	Kingsport	TN	48205		city 	n
Sioux City		IA/NE/SD		106494	Urbanized Area	y
	Sioux City	IA	82684		city 	y
Texas City		TX		106383	Urbanized Area	y
	Texas City	TX	45099		city 	y
Jacksonville		NC		105419	Urbanized Area	Y
	Jacksonville	NC	70145		city 	Y
Rock Hill		SC		104996	Urbanized Area	Y
	Rock Hill	SC	66154		city 	Y
Norman		OK		103898	Urbanized Area	Y
	Norman	OK	110925		city 	Y
Eau Claire		WI		102852	Urbanized Area	n
	Eau Claire	WI	65883		city 	p
La Crosse		WI/MN		100868	Urbanized Area	n
	La Crosse	WI	51320		city 	p
Holland		MI		99941	Urbanized Area	Y
	Holland	MI	33051		city 	Y
Turlock		CA		99904	Urbanized Area	n
	Turlock	CA	68549		city 	n
Wichita Falls		TX		99437	Urbanized Area	y
	Wichita Falls	TX	104553		city 	y
Longview		TX		98884	Urbanized Area	n
	Longview	TX	80455		city 	n
Gilroy/Morgan Hill		CA		98413	Urbanized Area	p
	Gilroy	CA	48821		city 	n
	Morgan Hill	CA	37882		city 	Y
Coeur d'Alene		ID		98378	Urbanized Area	n
	Coeur d'Alene	ID	44137		city 	n
St. George		UT		98370	Urbanized Area	Y
	St. George	UT	72897		city 	Y
Chico		CA		98176	Urbanized Area	n
	Chico	CA	86187		city 	n
Salisbury		MD/DE		98081	Urbanized Area	Y
	Salisbury	MD	30343		city 	Y
Middletown		OH		97503	Urbanized Area	n
	Middletown	OH	48694		city 	n
Albany		GA		95779	Urbanized Area	Y
	Albany	GA	77434		city 	Y
Vineland		NJ		95259	Urbanized Area	n
	Vineland	NJ	60724		city 	n
Logan		UT		94983	Urbanized Area	Y
	Logan	UT	48174		city 	Y
Lawton		OK		94457	Urbanized Area	n
	Lawton	OK	96867		city 	n
Decatur		IL		93863	Urbanized Area	Y
	Decatur	IL	76122		city 	Y
Vacaville		CA		93141	Urbanized Area	n
	Vacaville	CA	92428		city 	n
San Angelo		TX		92984	Urbanized Area	Y
	San Angelo	TX	93200		city 	Y
Terre Haute		IN		92742	Urbanized Area	n
	Terre Haute	IN	60785		city 	n
Charlottesville		VA		92359	Urbanized Area	n
	Charlottesville	VA	43475		city 	n
Slidell		LA		91151	Urbanized Area	n
	Slidell	LA	27068		city 	n
Yauco		PR		90899	Urbanized Area	n
	Yauco	PR	17186		zona urbana 	n
Longmont		CO		90897	Urbanized Area	n
	Longmont	CO	86270		city 	n
Idaho Falls		ID		90733	Urbanized Area	y
	Idaho Falls	ID	56813		city 	y
Muncie		IN		90580	Urbanized Area	n
	Muncie	IN	70085		city 	n
Temple		TX		90390	Urbanized Area	y
	Temple	TX	66102		city 	y
Jackson		MI		90057	Urbanized Area	Y
	Jackson	MI	33534		city 	Y
Florence		SC		89557	Urbanized Area	Y
	Florence	SC	37056		city 	Y
Santa Fe		NM		89284	Urbanized Area	Y
	Santa Fe	NM	67947		city 	Y
Mandeville/Covington		LA		88925	Urbanized Area	n
	Mandeville	LA	11560		city 	n
	Covington	LA	8765		city 	n
Blacksburg		VA		88542	Urbanized Area	n
	Blacksburg	VA	42620		town 	n
Portsmouth		NH/ME		88200	Urbanized Area	Y
	Portsmouth	NH	20779		city 	Y
Anderson		IN		88133	Urbanized Area	Y
	Anderson	IN	56129		city 	Y
Dover/Rochester		NH/ME		88087	Urbanized Area	Y
	Dover	NH	29987		city 	Y
	Rochester	NH	29752		city 	Y
Lawrence		KS		88053	Urbanized Area	Y
	Lawrence	KS	87643		city 	Y
Hanford		CA		87941	Urbanized Area	n
	Hanford	CA	53967		city 	n
Tracy		CA		87569	Urbanized Area	Y
	Tracy	CA	82922		city 	Y
State College		PA		87454	Urbanized Area	y
	State College	PA	42034		borough 	y
Port Huron		MI		87106	Urbanized Area	Y
	Port Huron	MI	30184		city 	Y
Springfield		OH		85256	Urbanized Area	Y
	Springfield	OH	60608		city 	Y
Dalton		GA		85239	Urbanized Area	Y
	Dalton	GA	33128		city 	Y
Fajardo		PR		85225	Urbanized Area	n
	Fajardo	PR	28930		zona urbana 	n
Lee's Summit		MO		85081	Urbanized Area	y
	Lee's Summit	MO	91364		city 	y
Prescott Valley/Prescott		AZ		84744	Urbanized Area	y
	Prescott	AZ	39843		city 	Y
	Prescott Valley	AZ	38822		town 	y
Napa		CA		83913	Urbanized Area	n
	Napa	CA	76915		city 	n
Alton		IL/MO		83890	Urbanized Area	Y
	Alton	IL	27865		city 	Y
Bend		OR		83794	Urbanized Area	y
	Bend	OR	76639		city 	y
Manteca		CA		83578	Urbanized Area	n
	Manteca	CA	67096		city 	n
Alexandria		LA		82804	Urbanized Area	Y
	Alexandria	LA	47723		city 	Y
Joplin		MO		82775	Urbanized Area	Y
	Joplin	MO	50150		city 	Y
Missoula		MT		82157	Urbanized Area	n
	Missoula	MT	66788		city 	n
Bismarck		ND		81955	Urbanized Area	Y
	Bismarck	ND	61272		city 	Y
Kankakee		IL		81926	Urbanized Area	n
	Kankakee	IL	27537		city 	n
Livermore		CA		81624	Urbanized Area	n
	Livermore	CA	80968		city 	n
Rapid City		SD		81251	Urbanized Area	y
	Rapid City	SD	67956		city 	y
Wheeling		WV/OH		81249	Urbanized Area	Y
	Wheeling	WV	28486		city 	Y
St. Joseph		MO/KS		81176	Urbanized Area	Y
	St. Joseph	MO	76780		city 	Y
Homosassa Springs/Beverly Hills/Citrus Springs		FL		80962	Urbanized Area	p
	Homosassa Springs	FL	13791		CDP 	p
	Citrus Springs	FL	8622		CDP 	y
	Beverly Hills	FL	8445		CDP 	y
Juana Díaz		PR		80928	Urbanized Area	Y
	Juana Díaz	PR	7916		zona urbana 	Y
Hattiesburg		MS		80358	Urbanized Area	n
	Hattiesburg	MS	45989		city 	n
Guayama		PR		80155	Urbanized Area	n
	Guayama	PR	22691		zona urbana 	n
Altoona		PA		79930	Urbanized Area	n
	Altoona	PA	46320		city 	n
Anniston/Oxford		AL		79796	Urbanized Area	p
	Anniston	AL	23106		city 	n
	Oxford	AL	21348		city 	Y
Lafayette/Louisville/Erie		CO		79407	Urbanized Area	Y
	Lafayette	CO	24453		city 	Y
	Louisville	CO	18376		city 	Y
	Erie	CO	18135		town 	Y
Madera		CA		78413	Urbanized Area	n
	Madera	CA	61416		city 	n
Battle Creek		MI		78393	Urbanized Area	Y
	Battle Creek	MI	52347		city 	Y
Bowling Green		KY		78306	Urbanized Area	y
	Bowling Green	KY	58067		city 	y
Texarkana/Texarkana		TX/AR		78162	Urbanized Area	n
	Texarkana	TX	36411		city 	n
	Texarkana	AR	29919		city 	n
Lebanon		PA		77086	Urbanized Area	Y
	Lebanon	PA	25477		city 	Y
Valdosta		GA		77085	Urbanized Area	n
	Valdosta	GA	54518		city 	n
Florence		AL		77074	Urbanized Area	Y
	Florence	AL	39319		city 	Y
Newark		OH		76068	Urbanized Area	Y
	Newark	OH	47573		city 	Y
Anderson		SC		75702	Urbanized Area	Y
	Anderson	SC	26686		city 	Y
Williamsburg		VA		75689	Urbanized Area	n
	Williamsburg	VA	14068		city 	n
Mansfield		OH		75250	Urbanized Area	Y
	Mansfield	OH	47821		city 	Y
Lake Jackson/Angleton		TX		74830	Urbanized Area	p
	Lake Jackson	TX	26849		city 	y
	Angleton	TX	18862		city 	n
Auburn		AL		74741	Urbanized Area	y
	Auburn	AL	53380		city 	y
Wausau		WI		74632	Urbanized Area	n
	Wausau	WI	39106		city 	n
Oshkosh		WI		74495	Urbanized Area	Y
	Oshkosh	WI	66083		city 	Y
Cheyenne		WY		73588	Urbanized Area	Y
	Cheyenne	WY	59466		city 	Y
Watsonville		CA		73534	Urbanized Area	n
	Watsonville	CA	51199		city 	n
Elizabethtown/Radcliff		KY		73467	Urbanized Area	n
	Elizabethtown	KY	28531		city 	n
	Radcliff	KY	21688		city 	n
Sumter		SC		73107	Urbanized Area	Y
	Sumter	SC	40524		city 	Y
Lima		OH		72852	Urbanized Area	Y
	Lima	OH	38771		city 	Y
Davis		CA		72794	Urbanized Area	Y
	Davis	CA	65622		city 	Y
Westminster/Eldersburg		MD		72714	Urbanized Area	p
	Eldersburg	MD	30531		CDP 	n
	Westminster	MD	18590		city 	Y
Flagstaff		AZ		71957	Urbanized Area	y
	Flagstaff	AZ	65870		city 	y
Jackson		TN		71880	Urbanized Area	Y
	Jackson	TN	65211		city 	Y
Camarillo		CA		71772	Urbanized Area	n
	Camarillo	CA	65201		city 	n
Florida/Imbéry/Barceloneta		PR		71747	Urbanized Area	p
	Florida	PR	4711		zona urbana 	Y
	Imbéry	PR	3899		comunidad 	p
	Barceloneta	PR	3785		zona urbana 	n
Sheboygan		WI		71313	Urbanized Area	n
	Sheboygan	WI	49288		city 	n
Weirton/Steubenville		WV/OH/PA		70889	Urbanized Area	n
	Weirton	WV	19746		city 	n
	Steubenville	OH	18659		city 	n
Bay City		MI		70585	Urbanized Area	y
	Bay City	MI	34932		city 	y
Owensboro		KY		70543	Urbanized Area	n
	Owensboro	KY	57265		city 	n
Decatur		AL		70436	Urbanized Area	Y
	Decatur	AL	55683		city 	Y
Morgantown		WV		70350	Urbanized Area	n
	Morgantown	WV	29660		city 	n
Porterville		CA		70272	Urbanized Area	n
	Porterville	CA	54165		city 	n
Pocatello		ID		69809	Urbanized Area	n
	Pocatello	ID	54255		city 	n
Janesville		WI		69658	Urbanized Area	n
	Janesville	WI	63575		city 	n
Bristol/Bristol		TN/VA		69501	Urbanized Area	Y
	Bristol	TN	26702		city 	Y
	Bristol	VA	17835		city 	Y
Winchester		VA		69449	Urbanized Area	Y
	Winchester	VA	26203		city 	Y
St. Augustine		FL		69173	Urbanized Area	Y
	St. Augustine	FL	12975		city 	Y
Johnstown		PA		69014	Urbanized Area	n
	Johnstown	PA	20978		city 	n
Hilton Head Island		SC		68998	Urbanized Area	y
	Hilton Head Island	SC	37099		town 	y
Dothan		AL		68781	Urbanized Area	n
	Dothan	AL	65496		city 	n
Lodi		CA		68738	Urbanized Area	n
	Lodi	CA	62134		city 	n
DeKalb		IL		68545	Urbanized Area	n
	DeKalb	IL	43862		city 	n
West Bend		WI		68444	Urbanized Area	y
	West Bend	WI	31078		city 	y
Rocky Mount		NC		68243	Urbanized Area	Y
	Rocky Mount	NC	57477		city 	Y
Elmira		NY		67983	Urbanized Area	n
	Elmira	NY	29200		city 	n
Carbondale		IL		67821	Urbanized Area	n
	Carbondale	IL	25902		city 	n
Dubuque		IA/IL		67818	Urbanized Area	n
	Dubuque	IA	57637		city 	n
Hammond		LA		67629	Urbanized Area	Y
	Hammond	LA	20019		city 	Y
Parkersburg		WV/OH		67229	Urbanized Area	n
	Parkersburg	WV	31492		city 	n
Wenatchee		WA		67227	Urbanized Area	n
	Wenatchee	WA	31925		city 	n
Harrisonburg		VA		66784	Urbanized Area	n
	Harrisonburg	VA	48914		city 	n
Cleveland		TN		66777	Urbanized Area	Y
	Cleveland	TN	41285		city 	Y
Zephyrhills		FL		66609	Urbanized Area	n
	Zephyrhills	FL	13288		city 	n
Hanover		PA		66301	Urbanized Area	Y
	Hanover	PA	15289		borough 	Y
Monessen/California		PA		66086	Urbanized Area	p
	Monessen	PA	7720		city 	n
	California	PA	6795		borough 	Y
Michigan City/La Porte		IN/MI		66025	Urbanized Area	p
	Michigan City	IN	31479		city 	y
	La Porte	IN	22053		city 	p
Glens Falls		NY		65443	Urbanized Area	y
	Glens Falls	NY	14700		city 	y
Jonesboro		AR		65419	Urbanized Area	n
	Jonesboro	AR	67263		city 	n
Conway		AR		65277	Urbanized Area	Y
	Conway	AR	58908		city 	Y
Great Falls		MT		65207	Urbanized Area	y
	Great Falls	MT	58505		city 	y
El Paso de Robles (Paso Robles)/Atascadero		CA		65088	Urbanized Area	n
	El Paso de Robles (Paso Robles)	CA	29793		city 	p
	Atascadero	CA	28310		city 	n
Casper		WY		64548	Urbanized Area	n
	Casper	WY	55316		city 	n
Fairbanks		AK		64513	Urbanized Area	Y
	Fairbanks	AK	31535		city 	Y
Gadsden		AL		64172	Urbanized Area	Y
	Gadsden	AL	36856		city 	Y
Saratoga Springs		NY		64100	Urbanized Area	n
	Saratoga Springs	NY	26586		city 	p
Petaluma		CA		64078	Urbanized Area	n
	Petaluma	CA	57941		city 	n
Twin Rivers/Hightstown		NJ		64037	Urbanized Area	p
	Twin Rivers	NJ	7443		CDP 	y
	Hightstown	NJ	5494		borough 	n
Beckley		WV		64022	Urbanized Area	n
	Beckley	WV	17614		city 	n
Longview		WA/OR		63952	Urbanized Area	n
	Longview	WA	36648		city 	n
Beloit		WI/IL		63835	Urbanized Area	n
	Beloit	WI	36966		city 	n
Los Lunas		NM		63758	Urbanized Area	n
	Los Lunas	NM	14835		village 	p
Victoria		TX		63683	Urbanized Area	Y
	Victoria	TX	62592		city 	Y
Mount Vernon		WA		62966	Urbanized Area	Y
	Mount Vernon	WA	31743		city 	Y
Corvallis		OR		62433	Urbanized Area	Y
	Corvallis	OR	54462		city 	Y
Kokomo		IN		62182	Urbanized Area	n
	Kokomo	IN	45468		city 	n
Sherman		TX		61900	Urbanized Area	Y
	Sherman	TX	38521		city 	Y
Sebring/Avon Park		FL		61625	Urbanized Area	p
	Sebring	FL	10491		city 	n
	Avon Park	FL	8836		city 	Y
Grand Forks		ND/MN		61270	Urbanized Area	y
	Grand Forks	ND	52838		city 	y
Bangor		ME		61210	Urbanized Area	Y
	Bangor	ME	33039		city 	Y
Goldsboro		NC		61054	Urbanized Area	n
	Goldsboro	NC	36437		city 	n
Benton Harbor/St. Joseph/Fair Plain		MI		61022	Urbanized Area	y
	Benton Harbor	MI	10038		city 	y
	St. Joseph	MI	8365		city 	Y
	Fair Plain	MI	7631		CDP 	y
Rome		GA		60851	Urbanized Area	Y
	Rome	GA	36303		city 	Y
Ames		IA		60438	Urbanized Area	n
	Ames	IA	58965		city 	n
Lewiston		ME		59397	Urbanized Area	n
	Lewiston	ME	36592		city 	n
San Luis Obispo		CA		59219	Urbanized Area	n
	San Luis Obispo	CA	45119		city 	p
Pittsfield		MA		59124	Urbanized Area	n
	Pittsfield	MA	44737		city 	n
Morristown		TN		59036	Urbanized Area	n
	Morristown	TN	29137		city 	n
Midland		MI		59014	Urbanized Area	Y
	Midland	MI	41863		city 	Y
Lexington Park/California/Chesapeake Ranch Estates		MD		58875	Urbanized Area	y
	California	MD	11857		CDP 	Y
	Lexington Park	MD	11626		CDP 	Y
	Chesapeake Ranch Estates	MD	10519		CDP 	y
Jefferson City		MO		58533	Urbanized Area	y
	Jefferson City	MO	43079		city 	y
Middletown		NY		58381	Urbanized Area	n
	Middletown	NY	28086		city 	n
Carson City		NV		58079	Urbanized Area	y
	Carson City	NV	55274			y
Watertown		NY		57840	Urbanized Area	n
	Watertown	NY	27023		city 	n
Mankato		MN		57584	Urbanized Area	n
	Mankato	MN	39309		city 	n
Kingston		NY		57442	Urbanized Area	Y
	Kingston	NY	23893		city 	Y
Daphne/Fairhope		AL		57383	Urbanized Area	p
	Daphne	AL	21570		city 	Y
	Fairhope	AL	15326		city 	n
Albany		OR		56997	Urbanized Area	Y
	Albany	OR	50158		city 	Y
Hazleton		PA		56827	Urbanized Area	n
	Hazleton	PA	25340		city 	n
Staunton/Waynesboro		VA		56611	Urbanized Area	n
	Staunton	VA	23746		city 	n
	Waynesboro	VA	21006		city 	n
Williamsport		PA		56142	Urbanized Area	n
	Williamsport	PA	29381		city 	n
Kahului		HI		55934	Urbanized Area	n
	Kahului	HI	26337		CDP 	n
Walla Walla		WA/OR		55805	Urbanized Area	n
	Walla Walla	WA	31731		city 	n
Woodland		CA		55513	Urbanized Area	y
	Woodland	CA	55468		city 	y
Hot Springs		AR		55121	Urbanized Area	y
	Hot Springs	AR	35193		city 	y
Columbus		IN		54933	Urbanized Area	Y
	Columbus	IN	44061		city 	Y
Fond du Lac		WI		54901	Urbanized Area	y
	Fond du Lac	WI	43021		city 	y
Manhattan		KS		54622	Urbanized Area	Y
	Manhattan	KS	52281		city 	Y
Titusville		FL		54386	Urbanized Area	n
	Titusville	FL	43761		city 	n
Delano		CA		54372	Urbanized Area	Y
	Delano	CA	53041		city 	Y
East Stroudsburg		PA/NJ		54316	Urbanized Area	n
	East Stroudsburg	PA	9840		borough 	p
Ithaca		NY		53661	Urbanized Area	Y
	Ithaca	NY	30014		city 	Y
Bloomsburg/Berwick		PA		53618	Urbanized Area	n
	Bloomsburg	PA	14855		town 	n
	Berwick	PA	10477		borough 	n
Pine Bluff		AR		53495	Urbanized Area	y
	Pine Bluff	AR	49083		city 	y
Lake Havasu City		AZ		53427	Urbanized Area	n
	Lake Havasu City	AZ	52527		city 	p
Farmington		NM		53049	Urbanized Area	n
	Farmington	NM	45877		city 	n
Cape Girardeau		MO/IL		52900	Urbanized Area	n
	Cape Girardeau	MO	37941		city 	p
San Marcos		TX		52826	Urbanized Area	Y
	San Marcos	TX	44894		city 	Y
Sierra Vista		AZ		52745	Urbanized Area	y
	Sierra Vista	AZ	43888		city 	y
Cartersville		GA		52477	Urbanized Area	n
	Cartersville	GA	19731		city 	n
Arroyo Grande/Grover Beach		CA		52000	Urbanized Area	p
	Arroyo Grande	CA	17252		city 	p
	Grover Beach	CA	13156		city 	Y
Lewiston		ID/WA		51924	Urbanized Area	n
	Lewiston	ID	31894		city 	n
Cumberland		MD/WV/PA		51899	Urbanized Area	Y
	Cumberland	MD	20859		city 	Y
Lompoc		CA		51509	Urbanized Area	n
	Lompoc	CA	42434		city 	n
Hinesville		GA		51456	Urbanized Area	n
	Hinesville	GA	33437		city 	n
Uniontown/Connellsville		PA		51370	Urbanized Area	n
	Uniontown	PA	10372		city 	n
	Connellsville	PA	7637		city 	n
Casa Grande		AZ		51331	Urbanized Area	n
	Casa Grande	AZ	48571		city 	n
Villas		NJ		51291	Urbanized Area	y
	Villas	NJ	9483		CDP 	y
Monroe		MI		51240	Urbanized Area	Y
	Monroe	MI	20733		city 	Y
Brunswick		GA		51024	Urbanized Area	Y
	Brunswick	GA	15383		city 	Y
Danville		IL		50996	Urbanized Area	n
	Danville	IL	33027		city 	n
Chambersburg		PA		50887	Urbanized Area	n
	Chambersburg	PA	20268		borough 	n
Grants Pass		OR		50520	Urbanized Area	y
	Grants Pass	OR	34533		city 	y
New Bern		NC		50503	Urbanized Area	y
	New Bern	NC	29524		city 	y
Grand Island		NE		50440	Urbanized Area	y
	Grand Island	NE	48520		city 	y
Pascagoula		MS		50428	Urbanized Area	n
	Pascagoula	MS	22392		city 	n
Roswell		NM		49727	Urban Cluster	Y
	Roswell	NM	48366		city 	Y
Danville		VA/NC		49344	Urban Cluster	n
	Danville	VA	43055		city 	n
Eagle Pass		TX		49236	Urban Cluster	y
	Eagle Pass	TX	26248		city 	y
Wilson		NC		49190	Urban Cluster	Y
	Wilson	NC	49167		city 	Y
Sandusky		OH		48990	Urban Cluster	n
	Sandusky	OH	25793		city 	n
Twin Falls		ID		48836	Urban Cluster	y
	Twin Falls	ID	44125		city 	y
Beaufort/Port Royal		SC		48807	Urban Cluster	Y
	Beaufort	SC	12361		city 	Y
	Port Royal	SC	10678		town 	Y
Paducah		KY/IL		48791	Urban Cluster	n
	Paducah	KY	25024		city 	n
Bullhead City		AZ/NV		48656	Urban Cluster	y
	Bullhead City	AZ	39540		city 	y
Findlay		OH		48441	Urban Cluster	n
	Findlay	OH	41202		city 	n
Enid		OK		47609	Urban Cluster	Y
	Enid	OK	49379		city 	Y
Salina		KS		47493	Urban Cluster	n
	Salina	KS	47707		city 	n
Traverse City		MI		47109	Urban Cluster	y
	Traverse City	MI	14674		city 	y
Marion		OH		46384	Urban Cluster	Y
	Marion	OH	36837		city 	Y
New Philadelphia/Dover		OH		46366	Urban Cluster	y
	New Philadelphia	OH	17288		city 	y
	Dover	OH	12826		city 	Y
Manitowoc		WI		46360	Urban Cluster	n
	Manitowoc	WI	33736		city 	n
Rio Grande City/Roma		TX		46344	Urban Cluster	n
	Rio Grande City	TX	13834		city 	p
	Roma	TX	9765		city 	n
Reedley/Dinuba		CA		46247	Urban Cluster	n
	Reedley	CA	24194		city 	n
	Dinuba	CA	21453		city 	n
Leavenworth		KS		45283	Urban Cluster	Y
	Leavenworth	KS	35251		city 	Y
Quincy		IL		45228	Urban Cluster	Y
	Quincy	IL	40633		city 	Y
Helena		MT		45055	Urban Cluster	Y
	Helena	MT	28190		city 	Y
Eureka		CA		45034	Urban Cluster	y
	Eureka	CA	27191		city 	y
Lufkin		TX		44927	Urban Cluster	n
	Lufkin	TX	35067		city 	n
Adrian		MI		44823	Urban Cluster	Y
	Adrian	MI	21133		city 	Y
Morehead City		NC		44798	Urban Cluster	n
	Morehead City	NC	8661		town 	p
Stillwater		OK		44515	Urban Cluster	n
	Stillwater	OK	45688		city 	n
Hutchinson		KS		44320	Urban Cluster	Y
	Hutchinson	KS	42080		city 	Y
Lakes/Knik-Fairview/Wasilla		AK		44236	Urban Cluster	p
	Knik-Fairview	AK	14923		CDP 	n
	Lakes	AK	8364		CDP 	y
	Wasilla	AK	7831		city 	n
Stevens Point		WI		44223	Urban Cluster	y
	Stevens Point	WI	26717		city 	y
Cookeville		TN		44207	Urban Cluster	n
	Cookeville	TN	30435		city 	n
Richmond		IN/OH		44136	Urban Cluster	Y
	Richmond	IN	36812		city 	Y
Bluefield		WV/VA		44092	Urban Cluster	n
	Bluefield	WV	10447		city 	n
Galveston		TX		44022	Urban Cluster	Y
	Galveston	TX	47743		city 	Y
Clarksburg		WV		43988	Urban Cluster	n
	Clarksburg	WV	16578		city 	n
Hilo		HI		43925	Urban Cluster	n
	Hilo	HI	43263		CDP 	n
Del Rio		TX		43914	Urban Cluster	Y
	Del Rio	TX	35591		city 	Y
Marion		IN		43519	Urban Cluster	Y
	Marion	IN	29948		city 	Y
Jamestown		NY		43404	Urban Cluster	Y
	Jamestown	NY	31146		city 	Y
Pottsville		PA		43247	Urban Cluster	n
	Pottsville	PA	14324		city 	n
Bozeman		MT		43164	Urban Cluster	n
	Bozeman	MT	37280		city 	n
Carrollton		GA		42872	Urban Cluster	n
	Carrollton	GA	24388		city 	n
Torrington		CT		42754	Urban Cluster	n
	Torrington	CT	36383		city 	n
Minot		ND		42650	Urban Cluster	Y
	Minot	ND	40888		city 	Y
Concord		NH		42611	Urban Cluster	Y
	Concord	NH	42695		city 	Y
Lancaster		OH		42557	Urban Cluster	Y
	Lancaster	OH	38780		city 	Y
Maricopa		AZ		42337	Urban Cluster	n
	Maricopa	AZ	43482		city 	n
Zanesville		OH		42132	Urban Cluster	n
	Zanesville	OH	25487		city 	n
Kingman		AZ		42107	Urban Cluster	n
	Kingman	AZ	28068		city 	n
Greenwood		SC		42103	Urban Cluster	y
	Greenwood	SC	23222		city 	y
Muskogee		OK		42052	Urban Cluster	Y
	Muskogee	OK	39223		city 	Y
Hollister		CA		42002	Urban Cluster	n
	Hollister	CA	34928		city 	n
Poinciana		FL		41922	Urban Cluster	y
	Poinciana	FL	53193		CDP 	y
New Castle		PA		41907	Urban Cluster	y
	New Castle	PA	23273		city 	y
Selma		CA		41810	Urban Cluster	Y
	Selma	CA	23219		city 	Y
Roseburg		OR		41700	Urban Cluster	n
	Roseburg	OR	21181		city 	n
Clovis		NM		41570	Urban Cluster	Y
	Clovis	NM	37775		city 	Y
Meridian		MS		41531	Urban Cluster	y
	Meridian	MS	41148		city 	y
Klamath Falls/Altamont		OR		41434	Urban Cluster	n
	Klamath Falls	OR	20840		city 	p
	Altamont	OR	19257		CDP 	n
Tupelo		MS		40995	Urban Cluster	n
	Tupelo	MS	34546		city 	n
Sahuarita/Green Valley		AZ		40691	Urban Cluster	p
	Sahuarita	AZ	25259		town 	n
	Green Valley	AZ	21391		CDP 	y
Butler		PA		40352	Urban Cluster	Y
	Butler	PA	13757		city 	Y
Centralia		WA		39517	Urban Cluster	n
	Centralia	WA	16336		city 	n
Desert Hot Springs		CA		39445	Urban Cluster	y
	Desert Hot Springs	CA	25938		city 	y
Oswego		NY		39385	Urban Cluster	n
	Oswego	NY	18142		city 	n
Farmington		MO		39370	Urban Cluster	n
	Farmington	MO	16240		city 	n
McMinnville		OR		38970	Urban Cluster	n
	McMinnville	OR	32187		city 	n
Bartlesville		OK		38874	Urban Cluster	n
	Bartlesville	OK	35750		city 	n
Junction City		KS		38787	Urban Cluster	y
	Junction City	KS	23353		city 	y
Coamo		PR		38047	Urban Cluster	n
	Coamo	PR	11522		zona urbana 	n
Browns Mills/Fort Dix		NJ		37985	Urban Cluster	y
	Browns Mills	NJ	11223		CDP 	y
	Fort Dix	NJ	7716		CDP 	y
Winder		GA		37831	Urban Cluster	y
	Winder	GA	14099		city 	y
Asheboro		NC		37792	Urban Cluster	n
	Asheboro	NC	25012		city 	n
Mount Pleasant		MI		37447	Urban Cluster	y
	Mount Pleasant	MI	26016		city 	y
London/Corbin		KY		37367	Urban Cluster	p
	London	KY	7993		city 	Y
	Corbin	KY	7304		city 	n
Oroville		CA		37122	Urban Cluster	n
	Oroville	CA	15546		city 	n
Huntsville		TX		36928	Urban Cluster	Y
	Huntsville	TX	38548		city 	Y
Albertville		AL		36815	Urban Cluster	n
	Albertville	AL	21160		city 	n
Hobbs		NM		36696	Urban Cluster	Y
	Hobbs	NM	34122		city 	Y
Enterprise		AL		36427	Urban Cluster	Y
	Enterprise	AL	26562		city 	Y
Statesboro		GA		36314	Urban Cluster	n
	Statesboro	GA	28422		city 	n
Pinehurst/Southern Pines		NC		36272	Urban Cluster	p
	Pinehurst	NC	13124		village 	n
	Southern Pines	NC	12334		town 	y
Portsmouth		OH/KY		36232	Urban Cluster	Y
	Portsmouth	OH	20226		city 	Y
Lockport		NY		36024	Urban Cluster	n
	Lockport	NY	21165		city 	n
Galesburg		IL		36001	Urban Cluster	n
	Galesburg	IL	32195		city 	n
Los Banos		CA		35917	Urban Cluster	n
	Los Banos	CA	35972		city 	p
Frankfort		KY		35734	Urban Cluster	Y
	Frankfort	KY	25527		city 	Y
Four Corners		FL		35549	Urban Cluster	y
	Four Corners	FL	26116		CDP 	y
Richmond		KY		35540	Urban Cluster	Y
	Richmond	KY	31364		city 	Y
Franklin/Highland Lake		NJ		35436	Urban Cluster	y
	Franklin	NJ	5045		borough 	Y
	Highland Lake	NJ	4933		CDP 	y
Cleburne		TX		35122	Urban Cluster	n
	Cleburne	TX	29337		city 	n
Martinsville		VA		35091	Urban Cluster	n
	Martinsville	VA	13821		city 	n
Greenville		MS		35025	Urban Cluster	n
	Greenville	MS	34400		city 	n
Bridgeton		NJ		35022	Urban Cluster	n
	Bridgeton	NJ	25349		city 	n
Columbia		TN		34965	Urban Cluster	Y
	Columbia	TN	34681		city 	Y
LaGrange		GA		34879	Urban Cluster	y
	LaGrange	GA	29588		city 	y
Weatherford		TX		34824	Urban Cluster	n
	Weatherford	TX	25250		city 	n
Paradise		CA		34725	Urban Cluster	Y
